compound,aurl,log(kappa),spacegroup_relax,agl_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_entropy_300K_atom,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K,agl_bulk_modulus_isothermal_300K
Ge8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1_ICSD_167204,0.560891344,0.8421052631578947,0.14387021778125608,0.5864122304130731,0.08299132730937021,0.07848464210246774,0.12771797792446438,0.31105322516055706,0.48515199148423704,0.12596499438837871,0.12097299744585885
Ho12Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ho3Ru1_ICSD_639642,0.301706967,0.26315789473684204,0.08349018139247491,0.44637453911607394,0.16738956552718992,0.16688178162810705,0.07524075461896093,0.4276636977313749,0.39863107306281054,0.15664443222660954,0.15445831399244048
Si2Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si2Th1_ICSD_15449,0.603590351,0.8289473684210525,0.10097370249928406,0.5428998440933902,0.03129255573679449,0.02772387059548021,0.0776978821315932,0.38787029427777475,0.42753798377584784,0.22099064426864898,0.21673980001326235
Pb3Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb3Yb1_ICSD_105646,0.436445721,0.9605263157894736,0.06607128478360534,0.5239816404245253,0.04333236698439755,0.0390193903473299,0.14386481586461927,0.48438643687650873,0.35809527460854784,0.08093184720032352,0.07769070882562099
Bi2Er6Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Er6Mn1_ICSD_159228,0.522874402,0.8201754385964911,0.08822569478528888,0.474456652281806,0.09448657182475786,0.09190745160896403,0.08822842861430291,0.41716635227592713,0.4062115905487661,0.13419226732218886,0.13160183751820712
F9Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Y1_ICSD_15961,0.639432697,0.9605263157894736,0.21896860150369413,0.544725375654648,0.1146461241839882,0.11142981702351722,0.10156712082573524,0.2164339214024132,0.5625540974215911,0.24916052871923264,0.24234843790372926
Li2Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Se1_ICSD_168446,0.803876867,0.9780701754385964,0.16261886957035698,0.46643208163168115,0.03144299181630522,0.026485281731180164,0.23676178675292348,0.28578819489499274,0.5048930455354264,0.06944892515869301,0.06514569123017226
As8Ga8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Ga1_ICSD_41992,0.32486661,0.8903508771929823,0.14057861379131126,0.581937736033139,0.1664416121494511,0.16140590740515143,0.12947306900491598,0.3159846138319568,0.4813550798014492,0.13527483312810398,0.12984938112953864
Ir8Zr16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1Zr2_ICSD_641208,0.102701198,0.9868421052631579,0.09102907720320834,0.4800497702567236,0.24851816794213083,0.25139301652730983,0.04961642484436729,0.408131357757046,0.41276078960247,0.3362747013572399,0.3337510203988302
As2Ba2Cu2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Ba1Cu1_ICSD_41705,0.485746972,0.8421052631578947,0.1098711279017402,0.5575118648028623,0.06370218755784995,0.05924007536026265,0.13631792421867728,0.37170793271930286,0.43942938073534155,0.10517768619450289,0.10091601517393084
Ag2Dy2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Dy1Sn1_ICSD_418582,0.476696887,0.8070175438596491,0.09998027773533684,0.5810236755492751,0.0635264983356677,0.059570666702978316,0.10964053979581267,0.39184541724618827,0.42462805555994076,0.14645854443177223,0.14164827852715006
Ce1Tl3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Tl3_ICSD_102295,0.068775656,0.9605263157894736,0.058030959474260374,0.6395520299877299,0.04389471220847989,0.03914172370762997,0.1422852338922128,0.5127232868156657,0.33805233495635,0.11346312006143248,0.10782888854843838
C1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Sn1_ICSD_182366,1.163513202,0.9780701754385964,0.197668461325139,0.631946943185724,0.019679288580899124,0.015628450865716056,0.10472628477054816,0.23933035508058087,0.5428088937401475,0.25762339887040564,0.24888813684891697
Er1Hg2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Hg2_ICSD_103246,0.280259589,0.8289473684210525,0.06836852058627532,0.6646615045260521,0.03281556823063839,0.028226711678546963,0.1371954697589031,0.4783398952776266,0.3623872101178811,0.1401969292844842,0.13319285938046643
Cu36Ga16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu9Ga4_ICSD_627389,-0.181905471,0.9342105263157894,0.14710144267823544,0.6494979402384977,0.5453351542607257,0.5315105614103638,0.14526888872898056,0.3072134505685662,0.4881201047330593,0.22629487593091574,0.21458467195178002
Ga3Ni5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga3Ni5_ICSD_103861,0.517061233,0.2763157894736842,0.1603438042158853,0.5922228585314597,0.08087537242272992,0.0773661656654385,0.09489777472001906,0.28513008793427097,0.505414207522107,0.3457303968120538,0.3360993668382385
As1Rh2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Rh2_ICSD_43362,0.918761413,0.9780701754385964,0.15473420911006358,0.6263667722431557,0.030122842742428425,0.02658740824178781,0.0643591899201609,0.2916415217826049,0.5002731088172877,0.41542355245161966,0.4081206597321468
Cr3N1Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3N1Pt1_ICSD_53142,0.56499728,0.9605263157894736,0.15044823693284398,0.6636179737186947,0.05173785631206318,0.04728344574045798,0.1187670134141611,0.3012865647807244,0.4927232625114735,0.2533158547612448,0.24273258805155845
La3Sn7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/La3Sn7_ICSD_261872,0.171390001,0.2763157894736842,0.08300714864875128,0.5532859534440357,0.10646766864244275,0.10285665144320233,0.10823646693145139,0.43190167116994255,0.39557861406859973,0.11661448843369882,0.11307368137031847
Cr2N6Sr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1N3Sr3_ICSD_154803,0.662803147,0.763157894736842,0.18403788108818786,0.5023186658975991,0.13748677091592415,0.1354395594193156,0.08735088307407712,0.253790073295069,0.5307387694993155,0.18352523412047494,0.17979827544022922
Cu2Nb8Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu1Nb4Si1_ICSD_628492,0.922575479,0.5350877192982455,0.19060835285315508,0.49269384204909517,0.11549837408880866,0.1146538107897587,0.04873887930414148,0.24491592757135683,0.5381131811651891,0.4013422452846478,0.39830882470634243
Sc4Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sc1Te1_ICSD_262042,0.426945339,0.8421052631578947,0.10946168217756821,0.525988430438674,0.08357986873954334,0.0803090839728953,0.098056938664832,0.3703789685884861,0.44041153507001374,0.13594050318294792,0.13249910250635108
Pd1Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd1Zr2_ICSD_105758,0.920515163,0.6008771929824561,0.1264126408159555,0.5096466862073291,0.030606634276513184,0.027225580604686522,0.06348164437993509,0.3363829872583235,0.46581403792852266,0.26913971801035086,0.2656466870479662
Mo2P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Mo1P2_ICSD_37222,1.351850397,0.14912280701754385,0.2858870332643046,0.5440806134436504,0.0518112056891174,0.049045628668589976,0.052600079681135045,0.15986712712576645,0.6161260495294455,0.4027258393576852,0.39858093106105474
Bi2Ho6Rh1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Ho6Rh1_ICSD_180044,0.30798568,0.8201754385964911,0.07219080019798682,0.47398020149135,0.09506533333799044,0.09259011544992425,0.08489375556144485,0.4608054150335365,0.3748692528184785,0.1388667251305213,0.13631956719083346
Rh1Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Y1_ICSD_105972,0.922033252,0.9605263157894736,0.1169590673618879,0.5213792869223067,0.02060631992204009,0.01692820641016614,0.07260811799828351,0.35433920519706386,0.4523277396016806,0.24062950122456028,0.23666393035906608
Co4Er4Ga4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Er1Ga1_ICSD_102373,0.234876516,0.26315789473684204,0.10094917349276684,0.5112158665280699,0.12547074582345155,0.12306896244635264,0.08963250147866422,0.38747111464586154,0.42783026208072383,0.22799312973977526,0.22304969485215936
C3N4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C3N4_ICSD_246659,1.953895901,0.9342105263157894,0.809749251759166,0.5122982384324752,0.020329129133324717,0.017005902657451957,0.023044345886329767,0.01190898979012273,0.9071069183808323,0.8458826148792025,0.8464176855410915
O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2_ICSD_164724,0.836174683,0.8421052631578947,0.26835869954943514,0.5476125638685522,0.03621642956189465,0.0322345855779017,0.11578335857739336,0.17352848607642812,0.6023842332092203,0.22607313737339776,0.21876573472145686
Al2Cu2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Cu1O2_ICSD_31368,0.933221973,0.8421052631578947,0.266928469784816,0.5220499431980029,0.07144578607828823,0.0685916597629631,0.07804890034768353,0.17402084031529896,0.6019004855518445,0.376705637521072,0.36987256733488977
B28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B28_ICSD_164658,1.579239245,0.2456140350877193,0.7533372538862083,0.4229196953119982,0.0934090345475566,0.09270116210138712,0.02820431366285753,0.017447778820352595,0.8784654486900474,0.5261610603465119,0.526274269485902
Au2Ta6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Ta3_ICSD_58599,0.619169534,0.969298245614035,0.09953639705970799,0.5120367083790185,0.08247927880098219,0.0807135850541256,0.047159297331735024,0.38851957417046895,0.4270619039135073,0.4196515796600312,0.41647363883940924
