compound,aurl,log(kappa),spacegroup_relax,agl_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_entropy_300K_atom,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K,agl_bulk_modulus_isothermal_300K
Hf4Nb4P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1Nb1P1_ICSD_75009,0.929819824,0.26315789473684204,0.18019060075829535,0.5157395596309315,0.1167599833741412,0.11580942413973616,0.05031846127654794,0.2570403958998858,0.5280620369723035,0.4000926939871592,0.39660072851331607
Er4Ge4Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er1Ge1Ru1_ICSD_85916,0.471520536,0.26315789473684204,0.12027850233999644,0.5354112805825282,0.12318434095584718,0.12160642343347945,0.066640808324748,0.34785327176747627,0.45718010071874304,0.2962209024941044,0.29178261674848915
Ge4La12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1La3_ICSD_603211,0.04483755,0.26315789473684204,0.07122662155719472,0.4596012273641661,0.16970705655935536,0.16783751100545136,0.09946101152919329,0.4640174870102339,0.3725788373367493,0.09546821823072624,0.0933695227163074
Al12Dy4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Dy1_ICSD_150548,0.648394168,0.8421052631578947,0.1787839565768658,0.5099056268543161,0.15870499928397036,0.156210016378835,0.09998753885332878,0.26077130331953663,0.525004889346952,0.16755596853857024,0.16338020117577387
Ba1Nb7O9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Nb7O9_ICSD_66344,1.019440332,0.5307017543859649,0.27169464443577646,0.5254886749899893,0.14934387235811264,0.14924975790009545,0.04979193395241245,0.1699496003839186,0.6059240482349413,0.47350496867034114,0.4693377297183585
Li2Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li2Pd1_ICSD_104773,0.337473238,0.8289473684210525,0.11655386704269004,0.5409681468668677,0.033186296939235284,0.027524787615087115,0.2620982815903231,0.36468452892537023,0.44462927338621105,0.09982188214232161,0.09173688458803327
B6Ni21Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B6Ni21Zr2_ICSD_409960,0.37165884,0.9780701754385964,0.20140300256738503,0.5544175240713686,0.2793664709519003,0.279987711322688,0.0740121908626448,0.23370457039101267,0.547583607156308,0.4691769773581305,0.4606051736793124
B1Bi1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Bi1_ICSD_184569,1.072316085,0.9385964912280701,0.13259489388162143,0.5582835079308833,0.020744985172947355,0.016732946347282424,0.11209766730844495,0.3285867246193107,0.47172342714354343,0.15659967557104496,0.15156781279082795
Ga3Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga3Sc1_ICSD_103958,0.566783847,0.9605263157894736,0.1113065464946611,0.4702281515165095,0.04181962340334124,0.03807749629049571,0.11490581303716754,0.36659019483398786,0.44321614386587677,0.14961945483212846,0.14556958262543762
K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/K1_ICSD_426949,-0.488179449,0.9956140350877192,0.026938226668869872,0.44214603835077737,0.01294787653553428,0.006830789005755276,0.7425878115944826,0.6909398287215337,0.21363379061958043,0.006449911168262306,0.0052391906322242525
Fe8Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe2Ta1_ICSD_633792,0.400182119,0.8421052631578947,0.12168231625144325,0.5289325855949153,0.12326781953258983,0.12150884801514487,0.07225709978219319,0.34560335020578353,0.4588679177200488,0.32739834332217066,0.32202072124190256
P4Pt4Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P1Pt1Sc1_ICSD_417911,0.342108691,0.26315789473684204,0.12593432518886982,0.5805575823846987,0.12324232189199479,0.12115896004119138,0.07260811799828351,0.3378865311790188,0.4646778511229937,0.3093548225864349,0.3034923364332116
Dy1In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1In1_ICSD_103201,0.555870404,0.9605263157894736,0.07030819894779053,0.5099237526996052,0.021319904575953282,0.017437455431153374,0.10455077566250298,0.4683133267836489,0.3695178084539696,0.12508917252441168,0.121795947673262
Ru4Sb12Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ru4Sb12Sr1_ICSD_42962,0.308308243,0.8859649122807016,0.11793079338930067,0.5853609313863062,0.17618310798774717,0.1743015183827355,0.08120806429249644,0.3534300171902246,0.4530065649856906,0.1994188450510953,0.19493036135266587
C1Rh1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Rh1_ICSD_181773,1.025309962,0.9780701754385964,0.1797146436895286,0.5758345049836571,0.019585191808621,0.015937488235426477,0.059795953110986684,0.2584340918629047,0.5269181530536994,0.6132684172501692,0.6046614791152656
Ce2N2Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ce2N2Se1_ICSD_421995,1.005682322,0.7105263157894737,0.1707837267589432,0.5235751036087559,0.04929636990440132,0.04632626001358629,0.06242858973166412,0.26936004051035756,0.5180282490590037,0.2891575297961187,0.28538011428466903
Eu1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1S1_ICSD_183957,0.466462782,0.9605263157894736,0.0759810034165604,0.5015392545501685,0.02140383722026818,0.017389723575393434,0.12403228665551597,0.4519930587860173,0.38116451254248296,0.11457999173024233,0.1108792236508441
Au2Nb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Nb3_ICSD_54403,0.73687675,0.6008771929824561,0.11842090180798119,0.5586123625525568,0.05125479827174897,0.04835131403141069,0.05751433470639958,0.350754434792536,0.45500695739637764,0.3694059860322884,0.3647391323237197
Al8Fe4La1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al8Fe4La1_ICSD_607554,0.39213394,0.6008771929824561,0.19795384688173356,0.6908015628393822,0.1321378549149322,0.12398973943503978,0.159836144696729,0.23989234507833584,0.5423347308265658,0.17369853552587936,0.16252683906166754
O8Si2Zn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O4Si1Zn2_ICSD_167188,0.708702972,0.5263157894736842,0.24158906262920476,0.503709177171919,0.12877880272859685,0.12713108536560236,0.07488973640287061,0.19469579520652935,0.582189741843383,0.35955497798517805,0.3536742361014248
Cr2Te2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1Te1_ICSD_93159,-0.399112012,0.26754385964912275,0.04859908475672721,0.6010967545037016,0.043885630857035084,0.03926114436887528,0.1431627794324386,0.5483532565162642,0.3129910489769132,0.11798127036200637,0.1124560685433621
B1H4Na1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1H4Na1_ICSD_165835,0.873071698,0.9385964912280701,0.33473607803167554,0.3958319142306959,0.049977820545509796,0.045414585209445274,0.20769221318740333,0.12948533976022353,0.6493675196712771,0.09871977789793665,0.09436168193739725
Pb4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pb2Y1_ICSD_105640,0.307665016,0.26754385964912275,0.07265213420517598,0.544981726895165,0.06429457109824974,0.060378940690675224,0.11490581303716754,0.46152040754376933,0.3743595699720126,0.11138636580500638,0.10779344612408508
Au8Nb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au2Nb3_ICSD_612191,0.256962959,0.925438596491228,0.11320660107641772,0.5737707480271714,0.20579564863552696,0.20630334289742341,0.05716331649030926,0.3613341662162411,0.4471174728751751,0.3839212282862063,0.3789252484971269
Ho4O14Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho2O7Ru2_ICSD_96730,0.639808107,0.9868421052631579,0.21749733282432498,0.5508519113623587,0.2077009860251973,0.2078004702115719,0.06541224456843187,0.21698218040545864,0.5620705752875987,0.43049768492223245,0.42399200601835235
Mg2Se8Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1Se4Y2_ICSD_76052,0.167689428,0.9868421052631579,0.10047557498231906,0.494281148215125,0.14654891180959898,0.14431746613823512,0.09472226561197392,0.3891247187230254,0.42661942703529215,0.12315600307162429,0.12039768686732415
O2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Sr1_ICSD_24249,0.996440305,0.6008771929824561,0.19959304491341284,0.5361259567682122,0.029421308343316997,0.025409694787732327,0.1192935407382966,0.23691762315304637,0.5448510530814388,0.191538038613407,0.18525480816501996
Cd1Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Sr1_ICSD_102066,0.456683286,0.9605263157894736,0.0717511649273321,0.5190462316929546,0.022297651772086022,0.01744437309140844,0.2279126175252864,0.47087611886765196,0.36769377532909503,0.04756155744073719,0.04429296936631232
Cd2Dy4Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Dy2Te4_ICSD_619806,-0.165498549,0.9868421052631579,0.05898570388177661,0.5090045134028015,0.1498031791715712,0.1470335580068022,0.10349772101423202,0.5042924560640045,0.3440041225674484,0.09360070701884324,0.09115540016783703
Al1Dy3N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Dy3N1_ICSD_607314,1.019157848,0.9605263157894736,0.14572357290829724,0.4962620441645749,0.05049825183984688,0.04738138524617441,0.07576728194309643,0.3050792616765682,0.4897749953203898,0.19897150568659439,0.19571192397485648
Hg33Rb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg11Rb1_ICSD_410567,-1.93902279,0.9605263157894736,0.01609867000424682,0.7939091390631061,0.3940153893978715,0.3889994784084168,0.09858346598896747,0.9419924320641874,0.04003942148741696,0.13768442241195208,0.13261869210594313
Cd2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd2Tb1_ICSD_102069,0.534335843,0.8289473684210525,0.08488597620563722,0.5518022235368006,0.03217571716480208,0.0279995211522754,0.12912205078882566,0.42935555243665824,0.3974118936521933,0.1165277014163096,0.11211307733994315
C2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_182729,2.622971046,0.9868421052631579,0.975886099746922,0.4569859268295981,0.00390829930737231,0.0,0.01546235241877877,0.0012113679689828606,0.9873030335150299,0.9275192090113096,0.9307729421099447
Hf3Os3Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1Os1Si1_ICSD_638753,1.01802607,0.8201754385964911,0.1679081724564635,0.5247351577072573,0.08842651614908786,0.08684918561298516,0.0454042062512834,0.2728653673026374,0.515202847007192,0.4976667469408712,0.494021663324408
Al1Tb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Tb3_ICSD_58173,0.788838393,0.9605263157894736,0.090081408470649,0.41715567651006924,0.04189891058710937,0.03854644083831266,0.09489777472001906,0.41187893852741564,0.41004142864552917,0.10959087418608772,0.1076066302486229
Ba2Cd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ba1Cd2_ICSD_260668,-0.419291656,0.3157894736842105,0.045252762213782466,0.6018709870381925,0.06858376324218218,0.06100881186126785,0.24311521646415837,0.5698432440220399,0.29793668656534655,0.05334016421375961,0.04886412746467763
Bi1Co1O3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi1Co1O3_ICSD_157833,0.661642341,0.42543859649122806,0.14533818447897867,0.531511634438905,0.050767898121208105,0.04740687136290359,0.08506926466949002,0.3060777011490195,0.48900009697505487,0.29698199282984744,0.2907079109777765
Al2Li10O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Li5O4_ICSD_1037,0.73215966,0.24999999999999997,0.3623255498235775,0.4824164877701841,0.15653769983339214,0.1535707469478373,0.1159588676854385,0.11459113364171188,0.6674729879367542,0.2086600720650312,0.20287952548310312
Mn4O14Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Y2_ICSD_202516,0.674479014,0.9868421052631579,0.28390678769970323,0.6018062518764459,0.1930164407389426,0.19135537134837652,0.07962848232008998,0.16169138785146325,0.6142539799239084,0.369996683009283,0.36169337043735955
Al6C6Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3C3Sc1_ICSD_43477,1.308058331,0.8070175438596491,0.4165832405279944,0.4808628438882625,0.09774852340718335,0.09633948730816873,0.05242457057308988,0.0905324693399148,0.7004163161657416,0.36028426156062143,0.35731222946568836
Au2O4Rb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1O2Rb1_ICSD_15116,0.224750544,0.26754385964912275,0.10946828614086132,0.611210976175011,0.08524489959867412,0.08036697386660872,0.13280774205777407,0.3728201432907761,0.4386075735262611,0.13545545008837737,0.12953634449121829
O3Pb1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Pb1Ti1_ICSD_153406,1.090247469,0.9605263157894736,0.21177028151421895,0.5328555363967673,0.04753493700685642,0.044380212957622345,0.07015099048565124,0.2226393502257915,0.5571171796947767,0.3698285615619845,0.3639022337873775
Ti3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ti1_ICSD_52521,1.474038429,0.8289473684210525,0.22881605419702855,0.4366564966346546,0.027793091885812485,0.0244631768211487,0.05944493489489636,0.2059865959991216,0.5718691152492146,0.244396330408626,0.24219066195015654
Dy2Pt4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Dy1Pt2Si2_ICSD_604564,0.413547861,0.5570175438596491,0.1132080162114091,0.5698193137541508,0.10323400896259532,0.10113852308827365,0.06558775367647703,0.3618824252192865,0.44670950107461893,0.3480977285429323,0.3425041559100815
Cd3In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd3In1_ICSD_109285,-0.893523521,0.9605263157894736,0.03530908034103432,0.802425696942506,0.0527731303767713,0.039451926156962296,0.4564816391146618,0.6412748208571064,0.24812308164172003,0.061666492486788835,0.04909484621417743
Be44Re2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Re1_ICSD_150540,1.061512794,0.9868421052631579,0.4751830370976222,0.42216617802926626,0.2876444720765908,0.29056481385268024,0.06927344494542542,0.06976041670038118,0.7343172166806116,0.29541210201791174,0.2921576204642272
B4In5Ir9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B4In5Ir9_ICSD_249113,0.551199841,0.8201754385964911,0.14670095947567552,0.5801329197236401,0.18115200435904869,0.18100072620869184,0.05821637113858023,0.3036306417347111,0.49089990595674915,0.43180857782887055,0.4259310496216807
In2Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Y2_ICSD_108567,0.546318055,0.8421052631578947,0.09765238067452033,0.4706657612099174,0.06281396152999814,0.059624551635491456,0.09489777472001906,0.3954527457134532,0.4219916872080882,0.11697026976676557,0.11450921388702785
Ge12Pr1Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge12Pr1Pt4_ICSD_174554,-0.373560054,0.8859649122807016,0.0736087654593474,0.6275708462516448,0.18194732117596518,0.17847250342915702,0.098056938664832,0.4595764910070322,0.3757467643032568,0.22953348570286125,0.22233901707867532
Co3Sn3Th3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Sn1Th1_ICSD_61484,0.543469547,0.8201754385964911,0.11040416208182584,0.5453649590527057,0.09312541695628028,0.09075766365709609,0.07102853602587705,0.3668000828959767,0.44306030720795286,0.2338024073173724,0.229852125059166
Al2Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Sc2_ICSD_183217,0.99287106,0.8421052631578947,0.20101525557974753,0.4641119734346783,0.057824108193823984,0.05474978567996268,0.08612231931776099,0.23448233316277478,0.5469202301240604,0.1495831042489288,0.1468955866178552
B2Mg16Pt8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Mg8Pt4_ICSD_245121,0.102492019,0.9868421052631579,0.12222667151145993,0.5256828804752295,0.26959249181805167,0.2679961293142261,0.09928550242114811,0.3454817328240704,0.4589592546903226,0.1981438483453669,0.1930660898316828
Ag2Si2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Si2Tb1_ICSD_98339,0.662825803,0.6008771929824561,0.13728795322469406,0.5977253472799319,0.051779071676312696,0.04776149247282106,0.10928952157972235,0.32101702339300536,0.47749682575837876,0.19132266140794896,0.1848878075773617
C1In1Sc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1In1Sc3_ICSD_50163,1.247438043,0.9605263157894736,0.22496547188548954,0.4879940693062824,0.04681192171875055,0.0436869905825886,0.07331015443046415,0.20961059781710534,0.5686139107333344,0.20613325215036418,0.2030144353564479
Ga1Ir1Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Ir1Li2_ICSD_107085,0.571961418,0.9385964912280701,0.12696595859758425,0.5453701378656454,0.041939427385863134,0.037694112277412456,0.13333426938190954,0.33890949028487993,0.4639058845816429,0.2051856378845778,0.19724966787018472
Si1U3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Si1U3_ICSD_27036,0.232144465,0.9605263157894736,0.06083764387382637,0.5403777621917374,0.042238413418046045,0.039074003454606716,0.06313062616384477,0.4962382468815195,0.3496981369513298,0.2890666533381195,0.28503483647322725
Al40La2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al20La1Ti2_ICSD_236256,0.319530773,0.9868421052631579,0.22727119849810778,0.5372057392661476,0.4356743427371892,0.43457957774164907,0.10437526655445784,0.20836598122521865,0.5697284472940577,0.17486107261483377,0.169985754432018
Ho4In2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ho2In1Pd2_ICSD_54486,0.255675247,0.5482456140350876,0.09009461639723518,0.5461650856518953,0.10543972951544005,0.10250166624590301,0.09121208345107068,0.41386502883361775,0.40860168736595454,0.18687403159774443,0.18235859044335043
Pt4Si4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt1Si1Y1_ICSD_649647,0.621613473,0.26315789473684204,0.14343812989722204,0.5489978963299322,0.12129786483456223,0.11961486545478484,0.066640808324748,0.3086149928142763,0.4870357883057105,0.2944806183234202,0.2899121713858446
Dy1Pt1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1Pt1Sb1_ICSD_53374,0.760298058,0.9385964912280701,0.09908685584411363,0.5765750752340397,0.031347113702012916,0.027754854431675254,0.07576728194309643,0.39190524515170844,0.4245840785001793,0.21836590497048786,0.21400112958436326
P8Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P2Ti1_ICSD_24351,1.034548247,0.26315789473684204,0.2750338913037644,0.494698042656774,0.10543938023269217,0.10369696512050164,0.06646529921670286,0.16755158023643008,0.6083200086600979,0.28807609994592853,0.28427110939361444
Hf4O12Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1O3Sr1_ICSD_84280,0.764690851,0.26315789473684204,0.21889642961913386,0.5281971941574725,0.18833640120013553,0.18824570102003452,0.06506122635234154,0.2155963307251309,0.5632931375489668,0.36322411497689466,0.3581033958415747
As4Ho4Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As2Ho2Ni1_ICSD_68142,0.577464225,0.8421052631578947,0.12449796317262131,0.5240204815215733,0.10281871177536929,0.10038850308167202,0.08033051875227062,0.34047384289643173,0.4627266228098861,0.21354150100645677,0.20945626747826007
Al4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Th1_ICSD_58182,0.782164352,0.9868421052631579,0.12738766882501484,0.48848346712908775,0.061376313739735455,0.0584827736060241,0.07559177283505125,0.3351089471063449,0.4667770227756065,0.1893967620718015,0.18635215135515829
Ag4Ba2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ba1_ICSD_240052,0.018800325,0.3157894736842105,0.06742934266366425,0.5799594294901589,0.06721212989126828,0.06056171255636165,0.21946536415507278,0.4845816131584515,0.35795657772776174,0.06056211633095389,0.056223346725234324
Be2Mo6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Mo3_ICSD_58715,1.101960046,0.969298245614035,0.20946597003659206,0.501945791365938,0.07549082958145449,0.07359239995261038,0.04557971535932856,0.22447734194619784,0.5555200230935945,0.49440428209870096,0.4910513595028
Si2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si1Zr2_ICSD_24717,1.262332414,0.6052631578947367,0.207109770275948,0.46522282881025223,0.05685694426495192,0.05432926475393119,0.05400415254549634,0.2270293453915006,0.5533107960298864,0.2820214559317336,0.27965216118757275
Ba2Si2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Si1Zn1_ICSD_106316,0.59143972,0.8421052631578947,0.11695576538024134,0.5006122470339553,0.06310386621073626,0.05895426676551397,0.13526486957040632,0.35660285775346606,0.4506390205068413,0.08994224801094153,0.08672281051565299
Cu2Ge1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Ge1Li1_ICSD_15129,0.338263209,0.9780701754385964,0.12642773558919684,0.6080622579076499,0.04314096003856082,0.03775891983138094,0.18773858269374885,0.3431700217861847,0.460696912359358,0.1672853838848777,0.15657937159438318
N8W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2W1_ICSD_290435,0.761484301,0.8903508771929823,0.1901248483977676,0.5220111021009549,0.11559547469271851,0.11471898243110902,0.047159297331735024,0.24556814982006026,0.5375674145773804,0.6903589165708678,0.684939713579479
Os4Si4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Os1Si1Zr1_ICSD_647807,0.922821438,0.26315789473684204,0.1797231344994769,0.5204548688125634,0.11662655736445211,0.11585639141199423,0.0454042062512834,0.2575602121281757,0.5276354188984085,0.47001531268317287,0.4666280992113489
N2P2V6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/N1P1V3_ICSD_644620,1.128670618,0.26754385964912275,0.297690674227387,0.5230986528182999,0.0848648799689837,0.08302080679288022,0.05137151592481891,0.15190216940889345,0.6244467347596936,0.511750326019293,0.5070301763660768
Ho1Ir1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Ir1_ICSD_104415,0.895092556,0.9605263157894736,0.09290884818342186,0.5340155904952687,0.02081732163003273,0.017209573138856304,0.06207757151557378,0.40448675944699797,0.41540888517025887,0.3047382985200769,0.3006592290929712
Ba6O10Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba3O5Si1_ICSD_1449,0.485222979,0.6052631578947367,0.1736380540365523,0.5402897223717619,0.1791810018127775,0.17705001402828685,0.09244064720738682,0.26704832947247187,0.5198979957736918,0.21536834500338514,0.21018843936715836
Cs1I1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1I1_ICSD_44291,-0.300941409,0.9605263157894736,0.03487477541218047,0.6234847628421912,0.02619400560948093,0.017696467194598227,0.565650059409833,0.6434590298012607,0.24660305403765792,0.017863449034210444,0.014327268486654212
N1Nb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Nb1_ICSD_167803,1.559409834,0.9780701754385964,0.26506945411780936,0.5314287734318693,0.017688900842120707,0.014129648749611066,0.04417564249496727,0.1749486632435297,0.6009902731764744,0.6725471308030299,0.6678290257449198
Be2Zn26,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Zn13_ICSD_174029,-0.274465682,0.9824561403508771,0.11330141512084001,0.6213692177563079,0.3108731719414183,0.2912827941696795,0.2318966742779116,0.37093016994754074,0.4400042398396078,0.11810009133084029,0.10833491490388245
Ge4Ir4Nb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Ir1Nb1_ICSD_411883,0.765916546,0.26315789473684204,0.1608324974995744,0.5661086942828282,0.11884729707545556,0.11785850792476238,0.048387861088051154,0.28208671103543376,0.5078301493190321,0.5022923586530291,0.4975247468153267
Rh3Sn3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh1Sn1Y1_ICSD_650406,0.415530891,0.8201754385964911,0.11227874423373765,0.5580271566903663,0.09330844111616796,0.0906808412195267,0.07682033659136739,0.36406761494877704,0.44508708585449686,0.2295516609944611,0.22504956222889405
Al6Hf6Pt6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Hf1Pt1_ICSD_156267,0.503714437,0.8245614035087718,0.12827967558124664,0.5290724135442882,0.18312335618806783,0.18341753824938198,0.05716331649030926,0.33296298879031017,0.4684019187529459,0.3632286587997946,0.35905462477905653
As2Fe2Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Fe1Li1_ICSD_162250,0.913442425,0.5570175438596491,0.21609870774117995,0.5606761195090425,0.057790577050027776,0.05389490850738956,0.11086910355212881,0.21979409196490635,0.5596017708096064,0.21108192967070918,0.2043946319590057
In1Ir1Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Ir1Li2_ICSD_107089,0.314831716,0.9385964912280701,0.09723491585206386,0.5632732941983214,0.04284127544088215,0.038433937837322414,0.13930157905544505,0.39942394554052113,0.41909506487180126,0.17767051831387823,0.17016639646581866
Sb4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Sb2Th1_ICSD_651663,0.387380927,0.5570175438596491,0.0783235235389545,0.5386661645151539,0.06320690462136004,0.06021000414549894,0.07506524551091578,0.4434170718045695,0.3873059653190141,0.16059892129644357,0.15767831541013747
Be8Cs4F20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be2Cs1F5_ICSD_2801,-0.491940516,0.925438596491228,0.10243459352204975,0.48466668199250046,0.3427382370302584,0.33502097543815557,0.17054220028748387,0.3882802625483883,0.42723736110578625,0.11450751775498799,0.10938286736072843
O2Pt2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pt1_ICSD_164290,0.517165536,0.5657894736842105,0.11466230327088169,0.6182722876183444,0.041517843109175306,0.037984654008125125,0.07646931837527707,0.35930295978456467,0.44862825402051815,0.4148055925372253,0.40561453733916575
Ba6Sn10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Sn5_ICSD_411980,-0.048811158,0.26754385964912275,0.07497154045604422,0.5540912588561651,0.1733228315653805,0.16768386613031258,0.1442158340807096,0.4574187632669607,0.3772868634884408,0.07222610971514774,0.06910289507441766
Au2Gd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Gd1_ICSD_611906,0.083993253,0.26754385964912275,0.054695958011246645,0.5639983280098848,0.04290589274923944,0.039170486610795766,0.0966528658004707,0.5204185285650297,0.3326273699688552,0.16102831256048963,0.15666329010881969
O4Ta2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ta1_ICSD_603572,1.151357591,0.587719298245614,0.2202478835358997,0.5303774744051024,0.05608433082664748,0.05350169413499647,0.04996744306045761,0.21360435570691033,0.5650560538369421,0.5543759286438052,0.5493918765963383
