compound,aurl,log(kappa),agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K
Bi4In4O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Bi1In1O3_ICSD_171757,0.354736367,0.200526368,0.082436628,0.498462833,0.315752525
N2Re2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Re1_ICSD_181300,1.469455287,0.033186346,0.041718515,0.586403195,0.851273861
Pd3Pu1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd3Pu1_ICSD_105659,0.364757307,0.038538067,0.083138664,0.410746189,0.311290491
Ca2Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1Si2_ICSD_1453,0.745795934,0.054439947,0.126138396,0.551659288,0.133952581
Na4Ni2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2Ni1O2_ICSD_14159,0.417149382,0.094515045,0.141583197,0.541598329,0.199001041
Te2Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Te1Zr1_ICSD_52514,0.868905877,0.037669354,0.074714227,0.46511672,0.196598494
Bi2Co1Hf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Co1Hf6_ICSD_54566,0.716948575,0.090655719,0.061551044,0.445739074,0.267083638
Ho2Mg2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ho1Mg1Sn1_ICSD_183526,0.645957438,0.059139587,0.103146703,0.443514962,0.126232626
P2V2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1V1_ICSD_42444,1.251672281,0.032923475,0.059444935,0.590972299,0.37920474
Ge2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1_ICSD_53643,0.721899608,0.016962977,0.131579178,0.448444678,0.145386657
Cu2Sb2Yb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1Sb1Yb1_ICSD_57021,0.474289126,0.059614357,0.13526487,0.422506557,0.116138296
Nb1Rh1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nb1Rh1Sb1_ICSD_107122,0.711879746,0.027502724,0.059795953,0.446354753,0.327970865
O24Tb16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Tb2_ICSD_27995,0.312758989,0.401272864,0.069975481,0.511237424,0.312969434
Si4Th6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Si2Th3_ICSD_652398,0.633962059,0.1013912,0.061200026,0.440671564,0.207960778
Ga1P1Pt5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga1P1Pt5_ICSD_635044,0.476702683,0.069573603,0.063832663,0.446863534,0.462420313
Au1Pb1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Pb1Tb1_ICSD_58569,0.435044452,0.028179162,0.104550776,0.370891697,0.146671423
Cu2In1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2In1Ti1_ICSD_103020,0.611433328,0.037540831,0.101918139,0.471130526,0.240672668
Ho1Ir2Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ho1Ir2Si2_ICSD_639356,1.152612415,0.046195553,0.052775589,0.521086684,0.425038282
Mn4Si4Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Mn1Si1Tb1_ICSD_88060,0.718230897,0.117906567,0.082261119,0.507310679,0.230024219
La3Pd3Tl3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/La1Pd1Tl1_ICSD_104699,-0.077686721,0.092844613,0.111395631,0.359813312,0.148294703
B8Th2W2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B4Th1W1_ICSD_615588,1.287539731,0.105124188,0.048212352,0.600794744,0.514901467
B4H16Hf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B4H16Hf1_ICSD_35379,1.119734142,0.137315338,0.12139965,0.71993965,0.129701834
Au1Li2Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Tl1_ICSD_58534,-0.461878892,0.039292456,0.337002059,0.305117351,0.081954207
In1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1N1_ICSD_157516,1.268416485,0.015375665,0.082612137,0.554464799,0.348804293
Pd6Tl2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3Tl1_ICSD_247272,0.108757775,0.080968082,0.10964054,0.41761924,0.264046093
H2Ti2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/H1Ti1_ICSD_168325,0.978114751,0.033716822,0.098758975,0.576739744,0.268017394
Er1Hg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Hg1_ICSD_103245,0.395149843,0.01753332,0.10174263,0.340425066,0.14798277
H2V1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H2V1_ICSD_164603,1.195880289,0.021068171,0.115607849,0.6425831,0.35129658
Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1_ICSD_41509,1.320316646,0.006351978,0.118591504,0.468697129,0.107032929
Rh4Sb4Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Sb1Se1_ICSD_650254,0.542145454,0.119433914,0.081910101,0.489368377,0.242213024
Ca1O3Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1O3Zr1_ICSD_29003,1.184433048,0.041280009,0.062779608,0.602750483,0.33904189
I2La10Sn6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I1La5Sn3_ICSD_95240,0.20378599,0.18778513,0.093493702,0.407979468,0.110745687
La1Tl3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Tl3_ICSD_104731,0.083140557,0.039172671,0.156676981,0.332197748,0.09239364
Ga6Hf6Pt6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Hf1Pt1_ICSD_156268,0.479896198,0.183731017,0.06032248,0.465091235,0.361676943
Cu6Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu3Se2_ICSD_16949,-0.131700078,0.102570479,0.144391343,0.40621768,0.155788603
Co3Ge3Ti3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Ge1Ti1_ICSD_42943,0.905028038,0.083006243,0.068395899,0.558340644,0.361424761
Ge4La2Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2La1Pt2_ICSD_416423,0.275884659,0.10193551,0.076995846,0.426269189,0.271229877
Ru2Si2Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ru2Si2Y1_ICSD_650661,1.156576407,0.044670027,0.055057207,0.552007496,0.369401442
Ir4Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2Sc1_ICSD_104558,0.967826341,0.057486266,0.04856337,0.494351767,0.472712072
Si2Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Si1Zr1_ICSD_20284,1.335347558,0.033977144,0.056285771,0.571763796,0.315439001
Ge3Pu1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge3Pu1_ICSD_157520,0.549945664,0.038173979,0.168085073,0.437252178,0.14302864
Ca24N16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ca3N2_ICSD_410754,0.235222818,0.3886718,0.105428321,0.545379477,0.152799449
Ge8Y6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge4Y3_ICSD_88105,0.584709936,0.140020871,0.08787741,0.489323046,0.168154163
Pt2V6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1V3_ICSD_105837,0.974347247,0.07502654,0.055057207,0.5388052,0.456052145
Gd1Mg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Gd1Mg1_ICSD_104065,0.669665478,0.017420671,0.110342576,0.373776592,0.085864394
Ca1H3Rb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1H3Rb1_ICSD_168717,0.503435206,0.047510272,0.322699822,0.485768572,0.048531891
Ti1Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ti1Y1_ICSD_188184,0.882612185,0.017083016,0.113326231,0.433746191,0.089423116
Al2H8Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al1H4Th2_ICSD_43313,0.51535715,0.139767466,0.105779339,0.492063832,0.210121593
C1Ge1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ge1_ICSD_182363,1.658103018,0.013001051,0.066114281,0.634296469,0.367381713
Cs3I9Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cs3I9Sb2_ICSD_39822,-0.404209572,0.147541824,0.23297079,0.314858157,0.034635972
Al8Mo3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Al8Mo3_ICSD_58001,1.10819619,0.095551966,0.062955117,0.603553797,0.30879366
Bi1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1_ICSD_52724,0.491687993,0.006767838,0.110342576,0.31391141,0.099804616
Ba1O3Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Pb1_ICSD_51659,-0.139916055,0.049612877,0.195948899,0.376894002,0.118567424
Mo6Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mo3Si1_ICSD_30640,1.170261715,0.072431689,0.041718515,0.567660172,0.541798627
Hf4Rh4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1Rh1Si1_ICSD_638834,0.862275126,0.11647534,0.052775589,0.521862124,0.423663775
Ga1Li2Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Li2Pd1_ICSD_107084,0.274266409,0.038002858,0.213798175,0.447591523,0.130762363
Se4Ta2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Ta1_ICSD_18130,0.809234377,0.058238835,0.073310154,0.474231698,0.2058479
Pb2Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb1Th1_ICSD_105631,0.310901384,0.039103495,0.082612137,0.344833147,0.144524239
Ge3Os3Sc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Os1Sc1_ICSD_637470,0.953816209,0.085944428,0.058216371,0.526811291,0.36971951
Cd4Nb4O14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_33672,0.425190105,0.213011653,0.065938772,0.540691319,0.430431799
B1La1Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1La1Rh3_ICSD_44430,0.709971729,0.047831033,0.065412245,0.475078313,0.360179754
Cs2Cu2F8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cs1Cu1F4_ICSD_35264,-0.121205994,0.122655723,0.208466208,0.437045373,0.094816861
Cl1K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_154214,0.095239112,0.017350475,0.451335712,0.389757179,0.03135624
Hg1Ho1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Ho1_ICSD_104297,0.391422091,0.017536087,0.10174263,0.339432764,0.144842079
Pt4Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt2Sr1_ICSD_108148,0.436920807,0.059678801,0.084718246,0.419266688,0.247333912
F3K1Mg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3K1Mg1_ICSD_28949,0.711246079,0.044174504,0.180897238,0.560632864,0.137278432
Al16Pd7Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al16Pd7Zr6_ICSD_609066,0.575455731,0.278132322,0.072783627,0.553400329,0.27827053
Mn1Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Mn1Pt1_ICSD_104948,0.820731356,0.016939129,0.08998352,0.451120964,0.297968002
Cd4O8Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cd2O4Sn1_ICSD_69296,0.297015994,0.139172911,0.094546757,0.498230318,0.30235052
B8W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2W1_ICSD_615700,1.353456508,0.100670671,0.042947079,0.623336709,0.705857896
Na4O12Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na1O3Sb1_ICSD_98978,0.621467099,0.17490736,0.101391612,0.610259284,0.312371921
F4Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/F4Si1_ICSD_14122,1.368868654,0.035639931,0.082436628,0.664623726,0.181236056
Ba1Pt1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Pt1Sb1_ICSD_59186,0.358306124,0.028180036,0.102093648,0.370741724,0.13259784
Co2Se2Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Co2Se2Tl1_ICSD_95138,-0.134179113,0.049587027,0.545570062,0.379317025,0.098253127
Ca1Tl3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Tl3_ICSD_58942,-0.356942316,0.039381657,0.243399541,0.277788427,0.061664221
S4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/S2Y1_ICSD_651404,0.834542772,0.056413665,0.081383573,0.517840072,0.19673799
C8Dy8Re4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C2Dy2Re1_ICSD_617615,0.770745265,0.197644981,0.054881698,0.51711727,0.359573153
Cr1Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr1Rh3_ICSD_108348,1.135997198,0.035231789,0.053477625,0.544897556,0.540660399
Cu4Ge4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Ge1Zr1_ICSD_627886,0.656345478,0.117180213,0.076644827,0.514924822,0.28288251
Au3Cd3La3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Cd1La1_ICSD_411543,-0.270939745,0.093236006,0.116485395,0.330451069,0.133567946
Be26Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Zr1_ICSD_58758,1.205913169,0.170205535,0.068395899,0.742260376,0.268599003
Cl10Cs2Pb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl5Cs1Pb2_ICSD_249888,-0.190720479,0.167530949,0.210307299,0.38174952,0.058099364
Ge4Mn4Yb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Mn1Yb1_ICSD_95004,0.357847217,0.122629873,0.140705652,0.437590012,0.108012123
Ho1Pt3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Pt3_ICSD_104442,0.642901563,0.03830323,0.067518354,0.428658835,0.375640111
La2Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/La1Pd1_ICSD_641672,0.347509552,0.038846813,0.093669211,0.380529439,0.14460262
C8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C8_ICSD_20351,1.796636767,0.028601831,0.02697575,0.842961302,0.687993857
Al4Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Sr1_ICSD_181800,0.740546633,0.056886979,0.136142415,0.508071301,0.101878416
Ir4Lu2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2Lu1_ICSD_104491,0.839073104,0.058750742,0.049440916,0.457921847,0.455813594
Co1Sb1Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1Sb1Ta1_ICSD_107128,0.984662756,0.027054314,0.06032248,0.476217657,0.357853316
Er2H2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1H1_ICSD_187373,0.974428787,0.037564497,0.122979232,0.470045759,0.146313142
Ca2Sn2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Sn1Zn1_ICSD_106358,0.53551058,0.058710692,0.158607581,0.459294382,0.095584313
Co2Si1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Si1Ti1_ICSD_185969,0.798654098,0.034380553,0.129999596,0.563684195,0.282162314
Dy2Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Dy1Si1_ICSD_154699,1.092183584,0.036845061,0.075416264,0.498841261,0.202334162
C1Hf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Hf1_ICSD_185992,0.83949376,0.017159329,0.054004153,0.423111636,0.351996329
Sc2Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Sc1Si1_ICSD_42946,1.247597697,0.033111344,0.072783627,0.587718222,0.216365714
Cl1Cs1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Cs1_ICSD_52274,-0.327333312,0.017659221,0.446861985,0.278185349,0.023885741
Ge4N8Sr8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge1N2Sr2_ICSD_153302,0.395775311,0.199120991,0.106130358,0.5079467,0.165354032
Ce1Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Se1_ICSD_183955,1.076236176,0.016773906,0.081559083,0.467946813,0.192875286
Ho1Pt1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Pt1Sb1_ICSD_56237,0.763198056,0.027754672,0.075240755,0.424604376,0.22085024
In2Sc6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Sc3_ICSD_15908,0.7348854,0.078233786,0.092967175,0.4900357,0.132987018
Rh3Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh3Ti1_ICSD_105955,1.226501952,0.034914669,0.052775589,0.552207536,0.491384912
Fe2In1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe2In1Ti1_ICSD_186056,1.095169351,0.035369778,0.075065246,0.5415781,0.322550084
Hg2La1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2La1_ICSD_104306,0.143498816,0.028317551,0.148077034,0.343569539,0.114268513
O8Sn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_181282,0.480114784,0.11516681,0.087175374,0.533751649,0.366800104
Ho5S7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Ho5S7_ICSD_639655,0.53281678,0.120963445,0.079101955,0.467789397,0.186050009
Ca4Mg8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Mg2_ICSD_619400,0.32674538,0.119513285,0.167207527,0.488351266,0.063221161
Dy4Rh6Sn10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Dy2Rh3Sn5_ICSD_630166,0.078097779,0.207857996,0.083665192,0.427335013,0.222197029
Ge4Rh4Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Rh1Tb1_ICSD_53892,0.295578095,0.122743104,0.073661173,0.435166763,0.26625439
Pd4Sn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sn1_ICSD_105683,-0.169073393,0.08187466,0.115607849,0.37341147,0.188724276
Cu4Ge4Hf4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Ge1Hf1_ICSD_600832,0.576158148,0.119890116,0.076293809,0.483382535,0.298111133
In2Li2Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Li1Te2_ICSD_162674,-0.004785705,0.081846261,0.177913583,0.375159727,0.064358708
In2Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Th2_ICSD_102814,0.367350329,0.060507099,0.069448954,0.36317767,0.153391055
S1Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Yb1_ICSD_52219,1.025625323,0.016963523,0.116134377,0.448381757,0.119367591
Nb6Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Sb1_ICSD_645347,0.962321973,0.076862269,0.048914388,0.513452853,0.374788144
Cl6Rb2Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Rb2Te1_ICSD_26703,0.037983949,0.091600526,0.217087216,0.417495653,0.055400106
Ge4La1Rh6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge4La1Rh6_ICSD_426482,0.61259103,0.108023051,0.066640808,0.503942916,0.374411007
Hf10Sn6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf5Sn3_ICSD_104273,0.326679883,0.165810272,0.062779608,0.421216112,0.253474889
Cu4Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu2Sb1_ICSD_181258,0.275299835,0.059297237,0.12929756,0.437025301,0.190644723
Hf1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1N1_ICSD_183420,0.974241268,0.016752898,0.059093917,0.469901649,0.527964958
Ga1La3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1La3_ICSD_103765,0.186031983,0.039082013,0.12736696,0.348399122,0.085969129
Ba1Ga2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Ga2_ICSD_150472,0.514859748,0.027902419,0.17264831,0.409139561,0.072477383
In1P1Pd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In1P1Pd5_ICSD_640193,0.385502602,0.069063153,0.088754956,0.46245374,0.318535617
Cl6Te1Tl2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Te1Tl2_ICSD_26705,-0.102969786,0.092521667,0.213654258,0.378528595,0.062105653
Er4Pt4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er1Pt1Si1_ICSD_630989,0.570560451,0.121021335,0.066465299,0.466880087,0.306283198
O1U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O1U1_ICSD_24223,1.087650116,0.016953838,0.075942791,0.449481635,0.258570786
As1B2P1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1B2P1_ICSD_181293,1.637632803,0.02745765,0.060146971,0.667556657,0.319512539
Ge4Ir4Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Ir1Sc1_ICSD_636730,0.66905269,0.118692632,0.062077572,0.498443663,0.349190518
Bi1In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1In1_ICSD_184573,0.225900863,0.017578649,0.160011654,0.322589324,0.063908869
Hf4Ho4O14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2Ho2O7_ICSD_162005,0.771831382,0.209245169,0.058918408,0.556482106,0.421705388
Mg1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1Te1_ICSD_159402,0.429102775,0.017395585,0.135791397,0.379804607,0.072815898
Mn2Nb6S12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Nb3S6_ICSD_643019,0.773651164,0.18741449,0.063832663,0.566687264,0.262410316
Mn2Si2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Mn2Si2Tb1_ICSD_106811,0.810239241,0.046298953,0.121048632,0.518681545,0.174370794
Ni1Sb1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni1Sb1Zn1_ICSD_240198,0.47321536,0.027597714,0.121750668,0.438708382,0.199793938
Bi1N1Sr3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1N1Sr3_ICSD_152053,0.69705053,0.048549742,0.127015941,0.446169373,0.093044089
Rh6Th14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh3Th7_ICSD_150667,0.070776463,0.210642536,0.06032248,0.376758688,0.201208203
Pt3Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3Yb1_ICSD_105849,0.381975593,0.038693896,0.084718246,0.396712771,0.314264423
Ba2Cd2Ge2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Cd1Ge1_ICSD_106305,0.304292293,0.059954051,0.165101418,0.404044311,0.075055548
Pb2Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb1Se2_ICSD_174577,0.190354113,0.060329425,0.12333025,0.378359002,0.109850099
As1Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Y1_ICSD_160146,1.215172093,0.016511399,0.076995846,0.490077648,0.167144525
Mn2N6Sr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1N3Sr3_ICSD_80772,0.231270748,0.140189807,0.134913851,0.487455938,0.139295435
F8Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F2Pd1_ICSD_100567,0.181220271,0.119625788,0.138775052,0.486893934,0.209105821
Pt2Ti6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1Ti3_ICSD_105816,0.798661002,0.077278057,0.066991827,0.506861707,0.309695609
Fe2Si2Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Fe1Si1Tb1_ICSD_656913,0.930837516,0.056770107,0.071379554,0.510561373,0.264857165
I1K1O3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K1O3_ICSD_28545,0.697032209,0.044891028,0.120873123,0.547972161,0.234454446
C4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_187640,2.067818226,0.013431766,0.025747186,0.827871533,0.486548012
Ge1Mn1Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Mn1Pd2_ICSD_53705,0.252957346,0.038364761,0.112273176,0.424260227,0.245752662
Au7I1P10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au7I1P10_ICSD_8059,0.04494721,0.186111057,0.11753845,0.435665395,0.16723154
N4S2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2S1Zr2_ICSD_96971,0.947854578,0.091311076,0.053828643,0.569603507,0.394556046
Dy2Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Dy1Si2_ICSD_150663,0.260195454,0.059571395,0.098056939,0.424595129,0.192075573
Ge26Ru8Tb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge13Ru4Tb3_ICSD_637760,0.128247368,0.410731854,0.080330519,0.476612774,0.251050759
Ni2Sb1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Sb1Ti1_ICSD_76700,0.579338789,0.037468378,0.08594681,0.474380995,0.322670496
Ho1Os2Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ho1Os2Si2_ICSD_56234,1.072874597,0.046836711,0.05049397,0.505249237,0.425367709
Ca1Pt5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Pt5_ICSD_58929,0.593706863,0.059073687,0.066816317,0.446115924,0.361611058
